Hospital_ID,race,Percent_Hospital,Percent_Region,Percent_State,outcome,Region
57095,Black,100%,97%,98%,Early Antithrombotics (2 days),South
57095,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),South
57095,White,98%,98%,98%,Early Antithrombotics (2 days),South
57095,Black,98%,98%,98%,VTE Prophylaxis,South
57095,FL_Hispanic,92%,98%,98%,VTE Prophylaxis,South
57095,White,96%,97%,97%,VTE Prophylaxis,South
57095,Black,100%,99%,99%,Antithrombotics at discharge,South
57095,FL_Hispanic,94%,99%,99%,Antithrombotics at discharge,South
57095,White,98%,99%,99%,Antithrombotics at discharge,South
57095,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
57095,FL_Hispanic,100%,97%,98%,Anticoagulation for AF at discharge,South
57095,White,75%,97%,97%,Anticoagulation for AF at discharge,South
57095,Black,100%,99%,98%,Statins at Discharge,South
57095,FL_Hispanic,96%,98%,98%,Statins at Discharge,South
57095,White,100%,98%,97%,Statins at Discharge,South
57095,Black,100%,97%,97%,Smoking Cessation Counseling,South
57095,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
57095,White,100%,99%,98%,Smoking Cessation Counseling,South
57095,Black,98%,94%,94%,Defect Free Care,South
57095,FL_Hispanic,84%,93%,94%,Defect Free Care,South
57095,White,91%,94%,93%,Defect Free Care,South
57095,Black,80%,54%,46%,Door To Needle Time Within 60 Minutes,South
57095,FL_Hispanic,67%,76%,68%,Door To Needle Time Within 60 Minutes,South
57095,White,33%,66%,52%,Door To Needle Time Within 60 Minutes,South
57095,Black,32%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
57095,FL_Hispanic,35%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
57095,White,20%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
57095,Black,83%,47%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57095,FL_Hispanic,38%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57095,White,22%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57242,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57242,White,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
57242,Black,100%,97%,98%,Early Antithrombotics (2 days),South
57242,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),South
57242,White,100%,98%,98%,Early Antithrombotics (2 days),South
57242,Black,100%,98%,98%,VTE Prophylaxis,South
57242,FL_Hispanic,100%,98%,98%,VTE Prophylaxis,South
57242,White,100%,97%,97%,VTE Prophylaxis,South
57242,Black,100%,99%,99%,Antithrombotics at discharge,South
57242,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,South
57242,White,100%,99%,99%,Antithrombotics at discharge,South
57242,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
57242,White,100%,97%,97%,Anticoagulation for AF at discharge,South
57242,Black,100%,99%,98%,Statins at Discharge,South
57242,FL_Hispanic,100%,98%,98%,Statins at Discharge,South
57242,White,100%,98%,97%,Statins at Discharge,South
57242,Black,100%,97%,97%,Smoking Cessation Counseling,South
57242,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
57242,White,100%,99%,98%,Smoking Cessation Counseling,South
57242,Black,100%,94%,94%,Defect Free Care,South
57242,FL_Hispanic,100%,93%,94%,Defect Free Care,South
57242,White,100%,94%,93%,Defect Free Care,South
57242,Black,100%,54%,46%,Door To Needle Time Within 60 Minutes,South
57242,White,50%,66%,52%,Door To Needle Time Within 60 Minutes,South
57242,Black,5%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
57242,FL_Hispanic,17%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
57242,White,10%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
57242,Black,25%,47%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57242,FL_Hispanic,50%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
57242,White,40%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
65056,Black,67%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,
65056,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,
65056,White,67%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
65056,Black,97%,98%,98%,Early Antithrombotics (2 days),
65056,FL_Hispanic,96%,98%,97%,Early Antithrombotics (2 days),
65056,White,99%,98%,98%,Early Antithrombotics (2 days),
65056,Black,98%,99%,98%,VTE Prophylaxis,
65056,FL_Hispanic,93%,99%,98%,VTE Prophylaxis,
65056,White,99%,98%,97%,VTE Prophylaxis,
65056,Black,100%,100%,99%,Antithrombotics at discharge,
65056,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,
65056,White,100%,100%,99%,Antithrombotics at discharge,
65056,Black,75%,94%,97%,Anticoagulation for AF at discharge,
65056,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,
65056,White,100%,97%,97%,Anticoagulation for AF at discharge,
65056,Black,100%,99%,98%,Statins at Discharge,
65056,FL_Hispanic,100%,98%,98%,Statins at Discharge,
65056,White,100%,97%,97%,Statins at Discharge,
65056,Black,100%,94%,97%,Smoking Cessation Counseling,
65056,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,
65056,White,100%,95%,98%,Smoking Cessation Counseling,
65056,Black,91%,94%,94%,Defect Free Care,
65056,FL_Hispanic,91%,96%,94%,Defect Free Care,
65056,White,96%,94%,93%,Defect Free Care,
65056,Black,20%,47%,46%,Door To Needle Time Within 60 Minutes,
65056,Black,9%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),
65056,FL_Hispanic,10%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),
65056,White,15%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),
65056,Black,38%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
65056,FL_Hispanic,63%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
65056,White,28%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
65695,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
65695,White,86%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
65695,Black,100%,97%,98%,Early Antithrombotics (2 days),South
65695,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),South
65695,White,95%,98%,98%,Early Antithrombotics (2 days),South
65695,Black,88%,98%,98%,VTE Prophylaxis,South
65695,FL_Hispanic,82%,98%,98%,VTE Prophylaxis,South
65695,White,86%,97%,97%,VTE Prophylaxis,South
65695,Black,100%,99%,99%,Antithrombotics at discharge,South
65695,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,South
65695,White,97%,99%,99%,Antithrombotics at discharge,South
65695,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
65695,FL_Hispanic,75%,97%,98%,Anticoagulation for AF at discharge,South
65695,White,88%,97%,97%,Anticoagulation for AF at discharge,South
65695,Black,100%,99%,98%,Statins at Discharge,South
65695,FL_Hispanic,91%,98%,98%,Statins at Discharge,South
65695,White,93%,98%,97%,Statins at Discharge,South
65695,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
65695,White,96%,99%,98%,Smoking Cessation Counseling,South
65695,Black,88%,94%,94%,Defect Free Care,South
65695,FL_Hispanic,71%,93%,94%,Defect Free Care,South
65695,White,79%,94%,93%,Defect Free Care,South
65695,White,29%,66%,52%,Door To Needle Time Within 60 Minutes,South
65695,Black,50%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
65695,FL_Hispanic,42%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
65695,White,57%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
65695,FL_Hispanic,50%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
65695,White,37%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
69905,PR_Hispanic,60%,85%,85%,Early Antithrombotics (2 days),PR
69905,PR_Hispanic,52%,79%,79%,VTE Prophylaxis,PR
69905,PR_Hispanic,100%,93%,93%,Antithrombotics at discharge,PR
69905,PR_Hispanic,50%,83%,83%,Statins at Discharge,PR
69905,PR_Hispanic,12%,63%,63%,Defect Free Care,PR
69905,PR_Hispanic,8%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
71305,PR_Hispanic,100%,67%,67%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
71305,PR_Hispanic,98%,85%,85%,Early Antithrombotics (2 days),PR
71305,PR_Hispanic,84%,79%,79%,VTE Prophylaxis,PR
71305,PR_Hispanic,100%,93%,93%,Antithrombotics at discharge,PR
71305,PR_Hispanic,100%,93%,93%,Anticoagulation for AF at discharge,PR
71305,PR_Hispanic,95%,83%,83%,Statins at Discharge,PR
71305,PR_Hispanic,100%,95%,95%,Smoking Cessation Counseling,PR
71305,PR_Hispanic,79%,63%,63%,Defect Free Care,PR
71305,PR_Hispanic,75%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
71305,PR_Hispanic,22%,54%,54%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
72828,PR_Hispanic,95%,85%,85%,Early Antithrombotics (2 days),PR
72828,PR_Hispanic,52%,79%,79%,VTE Prophylaxis,PR
72828,PR_Hispanic,42%,93%,93%,Antithrombotics at discharge,PR
72828,PR_Hispanic,40%,93%,93%,Anticoagulation for AF at discharge,PR
72828,PR_Hispanic,28%,83%,83%,Statins at Discharge,PR
72828,PR_Hispanic,18%,63%,63%,Defect Free Care,PR
72828,PR_Hispanic,50%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
75346,PR_Hispanic,100%,67%,67%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
75346,PR_Hispanic,20%,63%,63%,Defect Free Care,PR
75346,PR_Hispanic,43%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
75346,PR_Hispanic,100%,54%,54%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
77089,PR_Hispanic,82%,85%,85%,Early Antithrombotics (2 days),PR
77089,PR_Hispanic,53%,79%,79%,VTE Prophylaxis,PR
77089,PR_Hispanic,81%,93%,93%,Antithrombotics at discharge,PR
77089,PR_Hispanic,50%,93%,93%,Anticoagulation for AF at discharge,PR
77089,PR_Hispanic,69%,83%,83%,Statins at Discharge,PR
77089,PR_Hispanic,50%,95%,95%,Smoking Cessation Counseling,PR
77089,PR_Hispanic,38%,63%,63%,Defect Free Care,PR
77089,PR_Hispanic,14%,29%,29%,Door to CT Time Within 25 Minutes (All Strokes),PR
