Hospital_ID,race, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
37818,PR_Hispanic,0.19,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),40,206
37818,PR_Hispanic,0.47,0.54,0.54,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,39,83
37896,Black,1,1,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,15,15
37896,White,0.96,0.89,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,52,54
37896,Black,1,0.99,0.98,Early Antithrombotics (2 days),79,79
37896,FL_Hispanic,1,1,0.97,Early Antithrombotics (2 days),8,8
37896,White,0.99,0.98,0.98,Early Antithrombotics (2 days),234,237
37896,Black,0.99,0.96,0.98,VTE Prophylaxis,99,100
37896,FL_Hispanic,1,1,0.98,VTE Prophylaxis,10,10
37896,White,0.97,0.95,0.97,VTE Prophylaxis,355,366
37896,Black,0.99,0.98,0.99,Antithrombotics at discharge,92,93
37896,FL_Hispanic,1,0.95,0.99,Antithrombotics at discharge,7,7
37896,White,1,0.99,0.99,Antithrombotics at discharge,305,306
37896,Black,1,1,0.97,Anticoagulation for AF at discharge,10,10
37896,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
37896,White,1,0.98,0.97,Anticoagulation for AF at discharge,61,61
37896,Black,0.99,0.95,0.98,Statins at Discharge,77,78
37896,FL_Hispanic,1,0.94,0.98,Statins at Discharge,5,5
37896,White,0.97,0.95,0.97,Statins at Discharge,213,219
37896,Black,0.96,0.96,0.97,Smoking Cessation Counseling,24,25
37896,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,1,1
37896,White,0.97,0.99,0.98,Smoking Cessation Counseling,66,68
37896,Black,0.97,0.91,0.94,Defect Free Care,101,104
37896,FL_Hispanic,1,0.96,0.94,Defect Free Care,11,11
37896,White,0.93,0.91,0.93,Defect Free Care,352,377
37896,Black,0.55,0.42,0.46,Door To Needle Time Within 60 Minutes,11,20
37896,White,0.7,0.49,0.52,Door To Needle Time Within 60 Minutes,52,74
37896,Black,0.32,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),26,82
37896,FL_Hispanic,0.17,0.05,0.36,Door to CT Time Within 25 Minutes (All Strokes),1,6
37896,White,0.34,0.4,0.36,Door to CT Time Within 25 Minutes (All Strokes),84,249
37896,Black,0.53,0.45,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,20,38
37896,FL_Hispanic,0.5,0.5,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,2
37896,White,0.57,0.42,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,75,132
40934,White,0.63,0.89,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,5,8
40934,Black,1,0.99,0.98,Early Antithrombotics (2 days),7,7
40934,FL_Hispanic,1,1,0.97,Early Antithrombotics (2 days),1,1
40934,White,0.97,0.98,0.98,Early Antithrombotics (2 days),59,61
40934,Black,0.86,0.96,0.98,VTE Prophylaxis,6,7
40934,FL_Hispanic,1,1,0.98,VTE Prophylaxis,1,1
40934,White,0.92,0.95,0.97,VTE Prophylaxis,68,74
40934,Black,1,0.98,0.99,Antithrombotics at discharge,6,6
40934,FL_Hispanic,1,0.95,0.99,Antithrombotics at discharge,1,1
40934,White,0.98,0.99,0.99,Antithrombotics at discharge,65,66
40934,White,1,0.98,0.97,Anticoagulation for AF at discharge,12,12
40934,Black,1,0.95,0.98,Statins at Discharge,7,7
40934,FL_Hispanic,1,0.94,0.98,Statins at Discharge,1,1
40934,White,0.94,0.95,0.97,Statins at Discharge,44,47
40934,Black,1,0.96,0.97,Smoking Cessation Counseling,1,1
40934,White,1,0.99,0.98,Smoking Cessation Counseling,7,7
40934,Black,0.86,0.91,0.94,Defect Free Care,6,7
40934,FL_Hispanic,1,0.96,0.94,Defect Free Care,1,1
40934,White,0.83,0.91,0.93,Defect Free Care,62,75
40934,White,0.5,0.49,0.52,Door To Needle Time Within 60 Minutes,5,10
40934,White,0.4,0.4,0.36,Door to CT Time Within 25 Minutes (All Strokes),25,63
40934,White,0.43,0.42,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,21
43254,PR_Hispanic,0.88,0.67,0.67,rtPA Arrive by 2 hour and Treat by 3 hour,28,32
43254,PR_Hispanic,0.93,0.85,0.85,Early Antithrombotics (2 days),13,14
43254,PR_Hispanic,0.87,0.79,0.79,VTE Prophylaxis,59,68
43254,PR_Hispanic,1,0.93,0.93,Antithrombotics at discharge,54,54
43254,PR_Hispanic,1,0.93,0.93,Anticoagulation for AF at discharge,10,10
43254,PR_Hispanic,1,0.83,0.83,Statins at Discharge,32,32
43254,PR_Hispanic,1,0.95,0.95,Smoking Cessation Counseling,4,4
43254,PR_Hispanic,0.79,0.63,0.63,Defect Free Care,54,68
43254,PR_Hispanic,0.51,0.49,0.49,Door To Needle Time Within 60 Minutes,22,43
43254,PR_Hispanic,0.89,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),54,61
43254,PR_Hispanic,0.9,0.54,0.54,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,52,58
45054,PR_Hispanic,0.25,0.67,0.67,rtPA Arrive by 2 hour and Treat by 3 hour,1,4
45054,PR_Hispanic,0.54,0.85,0.85,Early Antithrombotics (2 days),31,57
45054,PR_Hispanic,0.54,0.79,0.79,VTE Prophylaxis,30,56
45054,PR_Hispanic,0.78,0.93,0.93,Antithrombotics at discharge,35,45
45054,PR_Hispanic,0.89,0.93,0.93,Anticoagulation for AF at discharge,8,9
45054,PR_Hispanic,0.63,0.83,0.83,Statins at Discharge,22,35
45054,PR_Hispanic,0.5,0.95,0.95,Smoking Cessation Counseling,2,4
45054,PR_Hispanic,0.23,0.63,0.63,Defect Free Care,14,61
45054,PR_Hispanic,0.39,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),17,44
45054,PR_Hispanic,0.43,0.54,0.54,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,7
47534,Black,1,0.96,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
47534,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,10,10
47534,Black,1,0.97,0.98,Early Antithrombotics (2 days),3,3
47534,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),1,1
47534,White,1,0.97,0.98,Early Antithrombotics (2 days),68,68
47534,Black,1,0.98,0.98,VTE Prophylaxis,4,4
47534,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,1,1
47534,White,0.95,0.98,0.97,VTE Prophylaxis,77,81
47534,Black,1,0.99,0.99,Antithrombotics at discharge,3,3
47534,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,1,1
47534,White,1,0.99,0.99,Antithrombotics at discharge,70,70
47534,White,1,0.97,0.97,Anticoagulation for AF at discharge,4,4
47534,Black,0.67,0.96,0.98,Statins at Discharge,2,3
47534,FL_Hispanic,1,0.96,0.98,Statins at Discharge,1,1
47534,White,1,0.97,0.97,Statins at Discharge,63,63
47534,Black,1,0.99,0.97,Smoking Cessation Counseling,1,1
47534,White,1,0.99,0.98,Smoking Cessation Counseling,18,18
47534,Black,0.75,0.93,0.94,Defect Free Care,3,4
47534,FL_Hispanic,1,0.92,0.94,Defect Free Care,1,1
47534,White,0.95,0.93,0.93,Defect Free Care,79,83
47534,White,0.25,0.39,0.52,Door To Needle Time Within 60 Minutes,3,12
47534,Black,1,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,2
47534,FL_Hispanic,1,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,2
47534,White,0.88,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),76,86
47534,Black,0.33,0.32,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,3
47534,White,0.32,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,12,38
47874,White,1,0.97,0.98,Early Antithrombotics (2 days),7,7
47874,White,0.86,0.98,0.97,VTE Prophylaxis,6,7
47874,White,0.86,0.99,0.99,Antithrombotics at discharge,6,7
47874,White,1,0.97,0.97,Anticoagulation for AF at discharge,1,1
47874,White,0.83,0.97,0.97,Statins at Discharge,5,6
47874,White,0.57,0.93,0.93,Defect Free Care,4,7
47874,White,0.57,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),4,7
51154,PR_Hispanic,1,0.67,0.67,rtPA Arrive by 2 hour and Treat by 3 hour,25,25
51154,PR_Hispanic,0.93,0.85,0.85,Early Antithrombotics (2 days),149,161
51154,PR_Hispanic,0.74,0.79,0.79,VTE Prophylaxis,142,193
51154,PR_Hispanic,0.98,0.93,0.93,Antithrombotics at discharge,156,159
51154,PR_Hispanic,0.97,0.93,0.93,Anticoagulation for AF at discharge,32,33
51154,PR_Hispanic,0.86,0.83,0.83,Statins at Discharge,115,134
51154,PR_Hispanic,1,0.95,0.95,Smoking Cessation Counseling,14,14
51154,PR_Hispanic,0.66,0.63,0.63,Defect Free Care,129,195
51154,PR_Hispanic,0.57,0.49,0.49,Door To Needle Time Within 60 Minutes,17,30
51154,PR_Hispanic,0.16,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),25,158
51154,PR_Hispanic,0.78,0.54,0.54,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,28,36
57095,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
57095,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
57095,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
57095,Black,1,0.97,0.98,Early Antithrombotics (2 days),35,35
57095,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),34,34
57095,White,0.98,0.98,0.98,Early Antithrombotics (2 days),42,43
57095,Black,0.98,0.98,0.98,VTE Prophylaxis,40,41
57095,FL_Hispanic,0.92,0.98,0.98,VTE Prophylaxis,34,37
57095,White,0.96,0.97,0.97,VTE Prophylaxis,43,45
57095,Black,1,0.99,0.99,Antithrombotics at discharge,36,36
57095,FL_Hispanic,0.94,0.99,0.99,Antithrombotics at discharge,33,35
57095,White,0.98,0.99,0.99,Antithrombotics at discharge,40,41
57095,Black,1,0.98,0.97,Anticoagulation for AF at discharge,3,3
57095,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,6,6
57095,White,0.75,0.97,0.97,Anticoagulation for AF at discharge,3,4
57095,Black,1,0.99,0.98,Statins at Discharge,27,27
57095,FL_Hispanic,0.96,0.98,0.98,Statins at Discharge,25,26
57095,White,1,0.98,0.97,Statins at Discharge,33,33
57095,Black,1,0.97,0.97,Smoking Cessation Counseling,3,3
57095,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,4,4
57095,White,1,0.99,0.98,Smoking Cessation Counseling,3,3
57095,Black,0.98,0.94,0.94,Defect Free Care,40,41
57095,FL_Hispanic,0.84,0.93,0.94,Defect Free Care,31,37
57095,White,0.91,0.94,0.93,Defect Free Care,42,46
57095,Black,0.8,0.54,0.46,Door To Needle Time Within 60 Minutes,4,5
57095,FL_Hispanic,0.67,0.76,0.68,Door To Needle Time Within 60 Minutes,2,3
57095,White,0.33,0.66,0.52,Door To Needle Time Within 60 Minutes,1,3
57095,Black,0.32,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),12,37
57095,FL_Hispanic,0.35,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),11,31
57095,White,0.2,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),8,40
57095,Black,0.83,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,6
57095,FL_Hispanic,0.38,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,8
57095,White,0.22,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,9
57242,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
57242,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
57242,Black,1,0.97,0.98,Early Antithrombotics (2 days),40,40
57242,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),10,10
57242,White,1,0.98,0.98,Early Antithrombotics (2 days),46,46
57242,Black,1,0.98,0.98,VTE Prophylaxis,38,38
57242,FL_Hispanic,1,0.98,0.98,VTE Prophylaxis,10,10
57242,White,1,0.97,0.97,VTE Prophylaxis,46,46
57242,Black,1,0.99,0.99,Antithrombotics at discharge,41,41
57242,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,12,12
57242,White,1,0.99,0.99,Antithrombotics at discharge,45,45
57242,Black,1,0.98,0.97,Anticoagulation for AF at discharge,1,1
57242,White,1,0.97,0.97,Anticoagulation for AF at discharge,7,7
57242,Black,1,0.99,0.98,Statins at Discharge,34,34
57242,FL_Hispanic,1,0.98,0.98,Statins at Discharge,9,9
57242,White,1,0.98,0.97,Statins at Discharge,31,31
57242,Black,1,0.97,0.97,Smoking Cessation Counseling,3,3
57242,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,2,2
57242,White,1,0.99,0.98,Smoking Cessation Counseling,9,9
57242,Black,1,0.94,0.94,Defect Free Care,42,42
57242,FL_Hispanic,1,0.93,0.94,Defect Free Care,12,12
57242,White,1,0.94,0.93,Defect Free Care,50,50
57242,Black,1,0.54,0.46,Door To Needle Time Within 60 Minutes,1,1
57242,White,0.5,0.66,0.52,Door To Needle Time Within 60 Minutes,2,4
57242,Black,0.05,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,41
57242,FL_Hispanic,0.17,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),2,12
57242,White,0.1,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),5,50
57242,Black,0.25,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,4
57242,FL_Hispanic,0.5,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,2
57242,White,0.4,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,10
65056,Black,0.67,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,4,6
65056,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
65056,White,0.67,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,4,6
65056,Black,0.97,0.98,0.98,Early Antithrombotics (2 days),60,62
65056,FL_Hispanic,0.96,0.98,0.97,Early Antithrombotics (2 days),25,26
65056,White,0.99,0.98,0.98,Early Antithrombotics (2 days),82,83
65056,Black,0.98,0.99,0.98,VTE Prophylaxis,64,65
65056,FL_Hispanic,0.93,0.99,0.98,VTE Prophylaxis,27,29
65056,White,0.99,0.98,0.97,VTE Prophylaxis,86,87
65056,Black,1,1,0.99,Antithrombotics at discharge,60,60
65056,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,25,25
65056,White,1,1,0.99,Antithrombotics at discharge,86,86
65056,Black,0.75,0.94,0.97,Anticoagulation for AF at discharge,3,4
65056,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,3,3
65056,White,1,0.97,0.97,Anticoagulation for AF at discharge,13,13
65056,Black,1,0.99,0.98,Statins at Discharge,51,51
65056,FL_Hispanic,1,0.98,0.98,Statins at Discharge,20,20
65056,White,1,0.97,0.97,Statins at Discharge,68,68
65056,Black,1,0.94,0.97,Smoking Cessation Counseling,8,8
65056,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,5,5
65056,White,1,0.95,0.98,Smoking Cessation Counseling,8,8
65056,Black,0.91,0.94,0.94,Defect Free Care,62,68
65056,FL_Hispanic,0.91,0.96,0.94,Defect Free Care,29,32
65056,White,0.96,0.94,0.93,Defect Free Care,88,92
65056,Black,0.2,0.47,0.46,Door To Needle Time Within 60 Minutes,1,5
65056,Black,0.09,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),6,65
65056,FL_Hispanic,0.1,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),3,30
65056,White,0.15,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),14,92
65056,Black,0.38,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,13
65056,FL_Hispanic,0.63,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,8
65056,White,0.28,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,8,29
65695,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
65695,White,0.86,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,24,28
65695,Black,1,0.97,0.98,Early Antithrombotics (2 days),17,17
65695,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),14,14
65695,White,0.95,0.98,0.98,Early Antithrombotics (2 days),204,214
65695,Black,0.88,0.98,0.98,VTE Prophylaxis,15,17
65695,FL_Hispanic,0.82,0.98,0.98,VTE Prophylaxis,14,17
65695,White,0.86,0.97,0.97,VTE Prophylaxis,211,246
65695,Black,1,0.99,0.99,Antithrombotics at discharge,17,17
65695,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,16,16
65695,White,0.97,0.99,0.99,Antithrombotics at discharge,203,210
65695,Black,1,0.98,0.97,Anticoagulation for AF at discharge,2,2
65695,FL_Hispanic,0.75,0.97,0.98,Anticoagulation for AF at discharge,3,4
65695,White,0.88,0.97,0.97,Anticoagulation for AF at discharge,35,40
65695,Black,1,0.99,0.98,Statins at Discharge,13,13
65695,FL_Hispanic,0.91,0.98,0.98,Statins at Discharge,10,11
65695,White,0.93,0.98,0.97,Statins at Discharge,154,166
65695,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,1,1
65695,White,0.96,0.99,0.98,Smoking Cessation Counseling,24,25
65695,Black,0.88,0.94,0.94,Defect Free Care,15,17
65695,FL_Hispanic,0.71,0.93,0.94,Defect Free Care,12,17
65695,White,0.79,0.94,0.93,Defect Free Care,195,248
65695,White,0.29,0.66,0.52,Door To Needle Time Within 60 Minutes,8,28
65695,Black,0.5,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),7,14
65695,FL_Hispanic,0.42,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),5,12
65695,White,0.57,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),124,218
65695,FL_Hispanic,0.5,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,2
65695,White,0.37,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,28,76
69905,PR_Hispanic,0.6,0.85,0.85,Early Antithrombotics (2 days),15,25
69905,PR_Hispanic,0.52,0.79,0.79,VTE Prophylaxis,13,25
69905,PR_Hispanic,1,0.93,0.93,Antithrombotics at discharge,1,1
69905,PR_Hispanic,0.5,0.83,0.83,Statins at Discharge,1,2
69905,PR_Hispanic,0.12,0.63,0.63,Defect Free Care,5,42
69905,PR_Hispanic,0.08,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),2,25
71305,PR_Hispanic,1,0.67,0.67,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
71305,PR_Hispanic,0.98,0.85,0.85,Early Antithrombotics (2 days),52,53
71305,PR_Hispanic,0.84,0.79,0.79,VTE Prophylaxis,49,58
71305,PR_Hispanic,1,0.93,0.93,Antithrombotics at discharge,47,47
71305,PR_Hispanic,1,0.93,0.93,Anticoagulation for AF at discharge,5,5
71305,PR_Hispanic,0.95,0.83,0.83,Statins at Discharge,36,38
71305,PR_Hispanic,1,0.95,0.95,Smoking Cessation Counseling,6,6
71305,PR_Hispanic,0.79,0.63,0.63,Defect Free Care,46,58
71305,PR_Hispanic,0.75,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),15,20
71305,PR_Hispanic,0.22,0.54,0.54,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,18
72828,PR_Hispanic,0.95,0.85,0.85,Early Antithrombotics (2 days),21,22
72828,PR_Hispanic,0.52,0.79,0.79,VTE Prophylaxis,11,21
72828,PR_Hispanic,0.42,0.93,0.93,Antithrombotics at discharge,8,19
72828,PR_Hispanic,0.4,0.93,0.93,Anticoagulation for AF at discharge,2,5
72828,PR_Hispanic,0.28,0.83,0.83,Statins at Discharge,5,18
72828,PR_Hispanic,0.18,0.63,0.63,Defect Free Care,4,22
72828,PR_Hispanic,0.5,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),10,20
75346,PR_Hispanic,1,0.67,0.67,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
75346,PR_Hispanic,0.2,0.63,0.63,Defect Free Care,1,5
75346,PR_Hispanic,0.43,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),3,7
75346,PR_Hispanic,1,0.54,0.54,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,3
77089,PR_Hispanic,0.82,0.85,0.85,Early Antithrombotics (2 days),67,82
77089,PR_Hispanic,0.53,0.79,0.79,VTE Prophylaxis,42,79
77089,PR_Hispanic,0.81,0.93,0.93,Antithrombotics at discharge,60,74
77089,PR_Hispanic,0.5,0.93,0.93,Anticoagulation for AF at discharge,1,2
77089,PR_Hispanic,0.69,0.83,0.83,Statins at Discharge,38,55
77089,PR_Hispanic,0.5,0.95,0.95,Smoking Cessation Counseling,1,2
77089,PR_Hispanic,0.38,0.63,0.63,Defect Free Care,31,82
77089,PR_Hispanic,0.14,0.29,0.29,Door to CT Time Within 25 Minutes (All Strokes),11,79
